,Facility Name,City,State,HCAHPS Answer Description,County Name,HCAHPS Answer Percent,Number of Completed Surveys,StateDesc,CityName,PopulationCount,Data_Value,CityFIPS
2141,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,syracuse,NY,"Patients who gave a rating of ""9"" or ""10"" (high)",ONONDAGA,73,649,NY,syracuse,145170.0,18.03272727272727,3673000.0
2142,D C H REGIONAL MEDICAL CENTER,tuscaloosa,AL,"Patients who gave a rating of ""6"" or lower (low)",TUSCALOOSA,14,1680,AL,tuscaloosa,90468.0,17.347058823529416,177256.0
2143,D C H REGIONAL MEDICAL CENTER,tuscaloosa,AL,"Patients who gave a rating of ""7"" or ""8"" (medium)",TUSCALOOSA,25,1680,AL,tuscaloosa,90468.0,17.347058823529416,177256.0
2144,D C H REGIONAL MEDICAL CENTER,tuscaloosa,AL,"Patients who gave a rating of ""9"" or ""10"" (high)",TUSCALOOSA,61,1680,AL,tuscaloosa,90468.0,17.347058823529416,177256.0
2145,TUSCALOOSA VA MEDICAL CENTER,tuscaloosa,AL,"Patients who gave a rating of ""6"" or lower (low)",TUSCALOOSA,0,0,AL,tuscaloosa,90468.0,17.347058823529416,177256.0
2146,TUSCALOOSA VA MEDICAL CENTER,tuscaloosa,AL,"Patients who gave a rating of ""7"" or ""8"" (medium)",TUSCALOOSA,0,0,AL,tuscaloosa,90468.0,17.347058823529416,177256.0
2147,TUSCALOOSA VA MEDICAL CENTER,tuscaloosa,AL,"Patients who gave a rating of ""9"" or ""10"" (high)",TUSCALOOSA,0,0,AL,tuscaloosa,90468.0,17.347058823529416,177256.0
2148,DALLAS REGIONAL MEDICAL CENTER,mesquite,TX,"Patients who gave a rating of ""6"" or lower (low)",DALLAS,13,435,TX,mesquite,139824.0,15.071874999999997,4847892.0
2149,DALLAS REGIONAL MEDICAL CENTER,mesquite,TX,"Patients who gave a rating of ""7"" or ""8"" (medium)",DALLAS,25,435,TX,mesquite,139824.0,15.071874999999997,4847892.0
2150,DALLAS REGIONAL MEDICAL CENTER,mesquite,TX,"Patients who gave a rating of ""9"" or ""10"" (high)",DALLAS,62,435,TX,mesquite,139824.0,15.071874999999997,4847892.0
2151,DAMERON HOSPITAL,stockton,CA,"Patients who gave a rating of ""6"" or lower (low)",SAN JOAQUIN,5,420,CA,stockton,291707.0,15.330434782608695,675000.0
2152,DAMERON HOSPITAL,stockton,CA,"Patients who gave a rating of ""7"" or ""8"" (medium)",SAN JOAQUIN,27,420,CA,stockton,291707.0,15.330434782608695,675000.0
2153,DAMERON HOSPITAL,stockton,CA,"Patients who gave a rating of ""9"" or ""10"" (high)",SAN JOAQUIN,68,420,CA,stockton,291707.0,15.330434782608695,675000.0
2154,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,stockton,CA,"Patients who gave a rating of ""6"" or lower (low)",SAN JOAQUIN,10,2144,CA,stockton,291707.0,15.330434782608695,675000.0
2155,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,stockton,CA,"Patients who gave a rating of ""7"" or ""8"" (medium)",SAN JOAQUIN,23,2144,CA,stockton,291707.0,15.330434782608695,675000.0
2156,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,stockton,CA,"Patients who gave a rating of ""9"" or ""10"" (high)",SAN JOAQUIN,67,2144,CA,stockton,291707.0,15.330434782608695,675000.0
2157,DANBURY HOSPITAL,danbury,CT,"Patients who gave a rating of ""6"" or lower (low)",FAIRFIELD,8,414,CT,danbury,80893.0,12.013333333333332,918430.0
2158,DANBURY HOSPITAL,danbury,CT,"Patients who gave a rating of ""7"" or ""8"" (medium)",FAIRFIELD,21,414,CT,danbury,80893.0,12.013333333333332,918430.0
2159,DANBURY HOSPITAL,danbury,CT,"Patients who gave a rating of ""9"" or ""10"" (high)",FAIRFIELD,71,414,CT,danbury,80893.0,12.013333333333332,918430.0
2160,DAVIS HOSPITAL AND MEDICAL CENTER,layton,UT,"Patients who gave a rating of ""6"" or lower (low)",DAVIS,10,683,UT,layton,67311.0,12.205555555555554,4943660.0
2161,DAVIS HOSPITAL AND MEDICAL CENTER,layton,UT,"Patients who gave a rating of ""7"" or ""8"" (medium)",DAVIS,26,683,UT,layton,67311.0,12.205555555555554,4943660.0
2162,DAVIS HOSPITAL AND MEDICAL CENTER,layton,UT,"Patients who gave a rating of ""9"" or ""10"" (high)",DAVIS,64,683,UT,layton,67311.0,12.205555555555554,4943660.0
2163,LAYTON HOSPITAL,layton,UT,"Patients who gave a rating of ""6"" or lower (low)",DAVIS,5,320,UT,layton,67311.0,12.205555555555554,4943660.0
2164,LAYTON HOSPITAL,layton,UT,"Patients who gave a rating of ""7"" or ""8"" (medium)",DAVIS,18,320,UT,layton,67311.0,12.205555555555554,4943660.0
2165,LAYTON HOSPITAL,layton,UT,"Patients who gave a rating of ""9"" or ""10"" (high)",DAVIS,77,320,UT,layton,67311.0,12.205555555555554,4943660.0
2166,DAYTON CHILDRENS HOSPITAL,dayton,OH,"Patients who gave a rating of ""6"" or lower (low)",MONTGOMERY,0,0,OH,dayton,141527.0,17.959649122807022,3921000.0
2167,DAYTON CHILDRENS HOSPITAL,dayton,OH,"Patients who gave a rating of ""7"" or ""8"" (medium)",MONTGOMERY,0,0,OH,dayton,141527.0,17.959649122807022,3921000.0
2168,DAYTON CHILDRENS HOSPITAL,dayton,OH,"Patients who gave a rating of ""9"" or ""10"" (high)",MONTGOMERY,0,0,OH,dayton,141527.0,17.959649122807022,3921000.0
2169,DAYTON VA MEDICAL CENTER,dayton,OH,"Patients who gave a rating of ""6"" or lower (low)",MONTGOMERY,3,338,OH,dayton,141527.0,17.959649122807022,3921000.0
2170,DAYTON VA MEDICAL CENTER,dayton,OH,"Patients who gave a rating of ""7"" or ""8"" (medium)",MONTGOMERY,19,338,OH,dayton,141527.0,17.959649122807022,3921000.0
2171,DAYTON VA MEDICAL CENTER,dayton,OH,"Patients who gave a rating of ""9"" or ""10"" (high)",MONTGOMERY,78,338,OH,dayton,141527.0,17.959649122807022,3921000.0
2172,GRANDVIEW AND SOUTHVIEW HOSPITALS,dayton,OH,"Patients who gave a rating of ""6"" or lower (low)",MONTGOMERY,9,1409,OH,dayton,141527.0,17.959649122807022,3921000.0
2173,GRANDVIEW AND SOUTHVIEW HOSPITALS,dayton,OH,"Patients who gave a rating of ""7"" or ""8"" (medium)",MONTGOMERY,20,1409,OH,dayton,141527.0,17.959649122807022,3921000.0
2174,GRANDVIEW AND SOUTHVIEW HOSPITALS,dayton,OH,"Patients who gave a rating of ""9"" or ""10"" (high)",MONTGOMERY,71,1409,OH,dayton,141527.0,17.959649122807022,3921000.0
2175,MEDICAL CENTER AT ELIZABETH PLACE LLC,dayton,OH,"Patients who gave a rating of ""6"" or lower (low)",MONTGOMERY,0,0,OH,dayton,141527.0,17.959649122807022,3921000.0
2176,MEDICAL CENTER AT ELIZABETH PLACE LLC,dayton,OH,"Patients who gave a rating of ""7"" or ""8"" (medium)",MONTGOMERY,0,0,OH,dayton,141527.0,17.959649122807022,3921000.0
2177,MEDICAL CENTER AT ELIZABETH PLACE LLC,dayton,OH,"Patients who gave a rating of ""9"" or ""10"" (high)",MONTGOMERY,0,0,OH,dayton,141527.0,17.959649122807022,3921000.0
2178,MIAMI VALLEY HOSPITAL,dayton,OH,"Patients who gave a rating of ""6"" or lower (low)",MONTGOMERY,9,891,OH,dayton,141527.0,17.959649122807022,3921000.0
2179,MIAMI VALLEY HOSPITAL,dayton,OH,"Patients who gave a rating of ""7"" or ""8"" (medium)",MONTGOMERY,20,891,OH,dayton,141527.0,17.959649122807022,3921000.0
2180,MIAMI VALLEY HOSPITAL,dayton,OH,"Patients who gave a rating of ""9"" or ""10"" (high)",MONTGOMERY,71,891,OH,dayton,141527.0,17.959649122807022,3921000.0
2181,DEACONESS HOSPITAL INC,evansville,IN,"Patients who gave a rating of ""6"" or lower (low)",VANDERBURGH,6,1044,IN,evansville,117429.0,17.831707317073167,1822000.0
2182,DEACONESS HOSPITAL INC,evansville,IN,"Patients who gave a rating of ""7"" or ""8"" (medium)",VANDERBURGH,15,1044,IN,evansville,117429.0,17.831707317073167,1822000.0
2183,DEACONESS HOSPITAL INC,evansville,IN,"Patients who gave a rating of ""9"" or ""10"" (high)",VANDERBURGH,79,1044,IN,evansville,117429.0,17.831707317073167,1822000.0
2184,"ST. MARY'S HEALTH, INC.",evansville,IN,"Patients who gave a rating of ""6"" or lower (low)",VANDERBURGH,8,2541,IN,evansville,117429.0,17.831707317073167,1822000.0
2185,"ST. MARY'S HEALTH, INC.",evansville,IN,"Patients who gave a rating of ""7"" or ""8"" (medium)",VANDERBURGH,17,2541,IN,evansville,117429.0,17.831707317073167,1822000.0
2186,"ST. MARY'S HEALTH, INC.",evansville,IN,"Patients who gave a rating of ""9"" or ""10"" (high)",VANDERBURGH,75,2541,IN,evansville,117429.0,17.831707317073167,1822000.0
2187,DEACONESS MEDICAL CENTER,spokane,WA,"Patients who gave a rating of ""6"" or lower (low)",SPOKANE,9,1990,WA,spokane,208916.0,14.856140350877194,5367000.0
2188,DEACONESS MEDICAL CENTER,spokane,WA,"Patients who gave a rating of ""7"" or ""8"" (medium)",SPOKANE,26,1990,WA,spokane,208916.0,14.856140350877194,5367000.0
2189,DEACONESS MEDICAL CENTER,spokane,WA,"Patients who gave a rating of ""9"" or ""10"" (high)",SPOKANE,65,1990,WA,spokane,208916.0,14.856140350877194,5367000.0
2190,MULTICARE VALLEY HOSPITAL,spokane,WA,"Patients who gave a rating of ""6"" or lower (low)",SPOKANE,7,1157,WA,spokane,208916.0,14.856140350877194,5367000.0
2191,MULTICARE VALLEY HOSPITAL,spokane,WA,"Patients who gave a rating of ""7"" or ""8"" (medium)",SPOKANE,22,1157,WA,spokane,208916.0,14.856140350877194,5367000.0
2192,MULTICARE VALLEY HOSPITAL,spokane,WA,"Patients who gave a rating of ""9"" or ""10"" (high)",SPOKANE,71,1157,WA,spokane,208916.0,14.856140350877194,5367000.0
2193,PROV SACRED HRT MED CTR & CHILDS HOSP.,spokane,WA,"Patients who gave a rating of ""6"" or lower (low)",SPOKANE,5,815,WA,spokane,208916.0,14.856140350877194,5367000.0
2194,PROV SACRED HRT MED CTR & CHILDS HOSP.,spokane,WA,"Patients who gave a rating of ""7"" or ""8"" (medium)",SPOKANE,24,815,WA,spokane,208916.0,14.856140350877194,5367000.0
2195,PROV SACRED HRT MED CTR & CHILDS HOSP.,spokane,WA,"Patients who gave a rating of ""9"" or ""10"" (high)",SPOKANE,71,815,WA,spokane,208916.0,14.856140350877194,5367000.0
2196,PROVIDENCE HOLY FAMILY HOSPITAL,spokane,WA,"Patients who gave a rating of ""6"" or lower (low)",SPOKANE,7,851,WA,spokane,208916.0,14.856140350877194,5367000.0
2197,PROVIDENCE HOLY FAMILY HOSPITAL,spokane,WA,"Patients who gave a rating of ""7"" or ""8"" (medium)",SPOKANE,24,851,WA,spokane,208916.0,14.856140350877194,5367000.0
2198,PROVIDENCE HOLY FAMILY HOSPITAL,spokane,WA,"Patients who gave a rating of ""9"" or ""10"" (high)",SPOKANE,69,851,WA,spokane,208916.0,14.856140350877194,5367000.0
2199,SHRINERS HOSPITAL FOR CHILDREN,spokane,WA,"Patients who gave a rating of ""6"" or lower (low)",SPOKANE,0,0,WA,spokane,208916.0,14.856140350877194,5367000.0
2200,SHRINERS HOSPITAL FOR CHILDREN,spokane,WA,"Patients who gave a rating of ""7"" or ""8"" (medium)",SPOKANE,0,0,WA,spokane,208916.0,14.856140350877194,5367000.0
2201,SHRINERS HOSPITAL FOR CHILDREN,spokane,WA,"Patients who gave a rating of ""9"" or ""10"" (high)",SPOKANE,0,0,WA,spokane,208916.0,14.856140350877194,5367000.0
2202,SPOKANE VA MEDICAL CENTER,spokane,WA,"Patients who gave a rating of ""6"" or lower (low)",SPOKANE,3,382,WA,spokane,208916.0,14.856140350877194,5367000.0
2203,SPOKANE VA MEDICAL CENTER,spokane,WA,"Patients who gave a rating of ""7"" or ""8"" (medium)",SPOKANE,13,382,WA,spokane,208916.0,14.856140350877194,5367000.0
2204,SPOKANE VA MEDICAL CENTER,spokane,WA,"Patients who gave a rating of ""9"" or ""10"" (high)",SPOKANE,84,382,WA,spokane,208916.0,14.856140350877194,5367000.0
2205,DECATUR MEMORIAL HOSPITAL,decatur,IL,"Patients who gave a rating of ""6"" or lower (low)",MACON,8,860,IL,decatur,76122.0,14.90344827586207,1718823.0
2206,DECATUR MEMORIAL HOSPITAL,decatur,IL,"Patients who gave a rating of ""7"" or ""8"" (medium)",MACON,22,860,IL,decatur,76122.0,14.90344827586207,1718823.0
2207,DECATUR MEMORIAL HOSPITAL,decatur,IL,"Patients who gave a rating of ""9"" or ""10"" (high)",MACON,70,860,IL,decatur,76122.0,14.90344827586207,1718823.0
2208,ST MARYS HOSPITAL,decatur,IL,"Patients who gave a rating of ""6"" or lower (low)",MACON,7,935,IL,decatur,76122.0,14.90344827586207,1718823.0
2209,ST MARYS HOSPITAL,decatur,IL,"Patients who gave a rating of ""7"" or ""8"" (medium)",MACON,20,935,IL,decatur,76122.0,14.90344827586207,1718823.0
2210,ST MARYS HOSPITAL,decatur,IL,"Patients who gave a rating of ""9"" or ""10"" (high)",MACON,73,935,IL,decatur,76122.0,14.90344827586207,1718823.0
2211,DESERT VALLEY HOSPITAL,victorville,CA,"Patients who gave a rating of ""6"" or lower (low)",SAN BERNARDINO,11,471,CA,victorville,115903.0,15.221052631578944,682590.0
2212,DESERT VALLEY HOSPITAL,victorville,CA,"Patients who gave a rating of ""7"" or ""8"" (medium)",SAN BERNARDINO,24,471,CA,victorville,115903.0,15.221052631578944,682590.0
2213,DESERT VALLEY HOSPITAL,victorville,CA,"Patients who gave a rating of ""9"" or ""10"" (high)",SAN BERNARDINO,65,471,CA,victorville,115903.0,15.221052631578944,682590.0
2214,VICTOR VALLEY GLOBAL MEDICAL CENTER,victorville,CA,"Patients who gave a rating of ""6"" or lower (low)",SAN BERNARDINO,20,814,CA,victorville,115903.0,15.221052631578944,682590.0
2215,VICTOR VALLEY GLOBAL MEDICAL CENTER,victorville,CA,"Patients who gave a rating of ""7"" or ""8"" (medium)",SAN BERNARDINO,31,814,CA,victorville,115903.0,15.221052631578944,682590.0
2216,VICTOR VALLEY GLOBAL MEDICAL CENTER,victorville,CA,"Patients who gave a rating of ""9"" or ""10"" (high)",SAN BERNARDINO,49,814,CA,victorville,115903.0,15.221052631578944,682590.0
2217,DOCTORS HOSPITAL,columbus,OH,"Patients who gave a rating of ""6"" or lower (low)",FRANKLIN,9,896,OH,columbus,787033.0,15.810000000000004,3918000.0
2218,DOCTORS HOSPITAL,columbus,OH,"Patients who gave a rating of ""7"" or ""8"" (medium)",FRANKLIN,22,896,OH,columbus,787033.0,15.810000000000004,3918000.0
2219,DOCTORS HOSPITAL,columbus,OH,"Patients who gave a rating of ""9"" or ""10"" (high)",FRANKLIN,69,896,OH,columbus,787033.0,15.810000000000004,3918000.0
2220,GRANT MEDICAL CENTER,columbus,OH,"Patients who gave a rating of ""6"" or lower (low)",FRANKLIN,10,1872,OH,columbus,787033.0,15.810000000000004,3918000.0
2221,GRANT MEDICAL CENTER,columbus,OH,"Patients who gave a rating of ""7"" or ""8"" (medium)",FRANKLIN,21,1872,OH,columbus,787033.0,15.810000000000004,3918000.0
2222,GRANT MEDICAL CENTER,columbus,OH,"Patients who gave a rating of ""9"" or ""10"" (high)",FRANKLIN,69,1872,OH,columbus,787033.0,15.810000000000004,3918000.0
2223,MOUNT CARMEL EAST & WEST,columbus,OH,"Patients who gave a rating of ""6"" or lower (low)",FRANKLIN,9,4239,OH,columbus,787033.0,15.810000000000004,3918000.0
2224,MOUNT CARMEL EAST & WEST,columbus,OH,"Patients who gave a rating of ""7"" or ""8"" (medium)",FRANKLIN,24,4239,OH,columbus,787033.0,15.810000000000004,3918000.0
2225,MOUNT CARMEL EAST & WEST,columbus,OH,"Patients who gave a rating of ""9"" or ""10"" (high)",FRANKLIN,67,4239,OH,columbus,787033.0,15.810000000000004,3918000.0
2226,NATIONWIDE CHILDREN'S HOSPITAL,columbus,OH,"Patients who gave a rating of ""6"" or lower (low)",FRANKLIN,0,0,OH,columbus,787033.0,15.810000000000004,3918000.0
2227,NATIONWIDE CHILDREN'S HOSPITAL,columbus,OH,"Patients who gave a rating of ""7"" or ""8"" (medium)",FRANKLIN,0,0,OH,columbus,787033.0,15.810000000000004,3918000.0
2228,NATIONWIDE CHILDREN'S HOSPITAL,columbus,OH,"Patients who gave a rating of ""9"" or ""10"" (high)",FRANKLIN,0,0,OH,columbus,787033.0,15.810000000000004,3918000.0
2229,OHIO STATE UNIVERSITY STATE HEALTH SYSTEM,columbus,OH,"Patients who gave a rating of ""6"" or lower (low)",FRANKLIN,7,2202,OH,columbus,787033.0,15.810000000000004,3918000.0
2230,OHIO STATE UNIVERSITY STATE HEALTH SYSTEM,columbus,OH,"Patients who gave a rating of ""7"" or ""8"" (medium)",FRANKLIN,18,2202,OH,columbus,787033.0,15.810000000000004,3918000.0
2231,OHIO STATE UNIVERSITY STATE HEALTH SYSTEM,columbus,OH,"Patients who gave a rating of ""9"" or ""10"" (high)",FRANKLIN,75,2202,OH,columbus,787033.0,15.810000000000004,3918000.0
2232,RIVERSIDE METHODIST HOSPITAL,columbus,OH,"Patients who gave a rating of ""6"" or lower (low)",FRANKLIN,5,3069,OH,columbus,787033.0,15.810000000000004,3918000.0
2233,RIVERSIDE METHODIST HOSPITAL,columbus,OH,"Patients who gave a rating of ""7"" or ""8"" (medium)",FRANKLIN,19,3069,OH,columbus,787033.0,15.810000000000004,3918000.0
2234,RIVERSIDE METHODIST HOSPITAL,columbus,OH,"Patients who gave a rating of ""9"" or ""10"" (high)",FRANKLIN,76,3069,OH,columbus,787033.0,15.810000000000004,3918000.0
2235,"WOODS AT PARKSIDE,THE",columbus,OH,"Patients who gave a rating of ""6"" or lower (low)",FRANKLIN,0,0,OH,columbus,787033.0,15.810000000000004,3918000.0
2236,"WOODS AT PARKSIDE,THE",columbus,OH,"Patients who gave a rating of ""7"" or ""8"" (medium)",FRANKLIN,0,0,OH,columbus,787033.0,15.810000000000004,3918000.0
2237,"WOODS AT PARKSIDE,THE",columbus,OH,"Patients who gave a rating of ""9"" or ""10"" (high)",FRANKLIN,0,0,OH,columbus,787033.0,15.810000000000004,3918000.0
2238,DOCTORS HOSPITAL OF LAREDO,laredo,TX,"Patients who gave a rating of ""6"" or lower (low)",WEBB,10,467,TX,laredo,236091.0,16.336842105263155,4841464.0
2239,DOCTORS HOSPITAL OF LAREDO,laredo,TX,"Patients who gave a rating of ""7"" or ""8"" (medium)",WEBB,18,467,TX,laredo,236091.0,16.336842105263155,4841464.0
2240,DOCTORS HOSPITAL OF LAREDO,laredo,TX,"Patients who gave a rating of ""9"" or ""10"" (high)",WEBB,72,467,TX,laredo,236091.0,16.336842105263155,4841464.0
2241,LAREDO MEDICAL CENTER,laredo,TX,"Patients who gave a rating of ""6"" or lower (low)",WEBB,15,457,TX,laredo,236091.0,16.336842105263155,4841464.0
2242,LAREDO MEDICAL CENTER,laredo,TX,"Patients who gave a rating of ""7"" or ""8"" (medium)",WEBB,25,457,TX,laredo,236091.0,16.336842105263155,4841464.0
2243,LAREDO MEDICAL CENTER,laredo,TX,"Patients who gave a rating of ""9"" or ""10"" (high)",WEBB,60,457,TX,laredo,236091.0,16.336842105263155,4841464.0
2244,DOCTORS HOSPITAL OF MANTECA,manteca,CA,"Patients who gave a rating of ""6"" or lower (low)",SAN JOAQUIN,10,428,CA,manteca,67096.0,14.058823529411764,645484.0
2245,DOCTORS HOSPITAL OF MANTECA,manteca,CA,"Patients who gave a rating of ""7"" or ""8"" (medium)",SAN JOAQUIN,18,428,CA,manteca,67096.0,14.058823529411764,645484.0
2246,DOCTORS HOSPITAL OF MANTECA,manteca,CA,"Patients who gave a rating of ""9"" or ""10"" (high)",SAN JOAQUIN,72,428,CA,manteca,67096.0,14.058823529411764,645484.0
2247,KAISER FOUNDATION HOSPITAL MANTECA,manteca,CA,"Patients who gave a rating of ""6"" or lower (low)",SAN JOAQUIN,6,1869,CA,manteca,67096.0,14.058823529411764,645484.0
2248,KAISER FOUNDATION HOSPITAL MANTECA,manteca,CA,"Patients who gave a rating of ""7"" or ""8"" (medium)",SAN JOAQUIN,20,1869,CA,manteca,67096.0,14.058823529411764,645484.0
2249,KAISER FOUNDATION HOSPITAL MANTECA,manteca,CA,"Patients who gave a rating of ""9"" or ""10"" (high)",SAN JOAQUIN,74,1869,CA,manteca,67096.0,14.058823529411764,645484.0
2250,DOCTORS MEDICAL CENTER,modesto,CA,"Patients who gave a rating of ""6"" or lower (low)",STANISLAUS,9,1091,CA,modesto,201165.0,15.589130434782613,648354.0
2251,DOCTORS MEDICAL CENTER,modesto,CA,"Patients who gave a rating of ""7"" or ""8"" (medium)",STANISLAUS,21,1091,CA,modesto,201165.0,15.589130434782613,648354.0
2252,DOCTORS MEDICAL CENTER,modesto,CA,"Patients who gave a rating of ""9"" or ""10"" (high)",STANISLAUS,70,1091,CA,modesto,201165.0,15.589130434782613,648354.0
2253,MEMORIAL MEDICAL CENTER,modesto,CA,"Patients who gave a rating of ""6"" or lower (low)",STANISLAUS,9,1853,CA,modesto,201165.0,15.589130434782613,648354.0
2254,MEMORIAL MEDICAL CENTER,modesto,CA,"Patients who gave a rating of ""7"" or ""8"" (medium)",STANISLAUS,21,1853,CA,modesto,201165.0,15.589130434782613,648354.0
2255,MEMORIAL MEDICAL CENTER,modesto,CA,"Patients who gave a rating of ""9"" or ""10"" (high)",STANISLAUS,70,1853,CA,modesto,201165.0,15.589130434782613,648354.0
2256,STANISLAUS SURGICAL HOSPITAL,modesto,CA,"Patients who gave a rating of ""6"" or lower (low)",STANISLAUS,3,191,CA,modesto,201165.0,15.589130434782613,648354.0
2257,STANISLAUS SURGICAL HOSPITAL,modesto,CA,"Patients who gave a rating of ""7"" or ""8"" (medium)",STANISLAUS,10,191,CA,modesto,201165.0,15.589130434782613,648354.0
2258,STANISLAUS SURGICAL HOSPITAL,modesto,CA,"Patients who gave a rating of ""9"" or ""10"" (high)",STANISLAUS,87,191,CA,modesto,201165.0,15.589130434782613,648354.0
2259,DUPONT HOSPITAL LLC,fort wayne,IN,"Patients who gave a rating of ""6"" or lower (low)",ALLEN,6,759,IN,fort wayne,253691.0,16.287179487179486,1825000.0
2260,DUPONT HOSPITAL LLC,fort wayne,IN,"Patients who gave a rating of ""7"" or ""8"" (medium)",ALLEN,21,759,IN,fort wayne,253691.0,16.287179487179486,1825000.0
2261,DUPONT HOSPITAL LLC,fort wayne,IN,"Patients who gave a rating of ""9"" or ""10"" (high)",ALLEN,73,759,IN,fort wayne,253691.0,16.287179487179486,1825000.0
2262,LUTHERAN HOSPITAL OF INDIANA,fort wayne,IN,"Patients who gave a rating of ""6"" or lower (low)",ALLEN,15,1410,IN,fort wayne,253691.0,16.287179487179486,1825000.0
2263,LUTHERAN HOSPITAL OF INDIANA,fort wayne,IN,"Patients who gave a rating of ""7"" or ""8"" (medium)",ALLEN,25,1410,IN,fort wayne,253691.0,16.287179487179486,1825000.0
2264,LUTHERAN HOSPITAL OF INDIANA,fort wayne,IN,"Patients who gave a rating of ""9"" or ""10"" (high)",ALLEN,60,1410,IN,fort wayne,253691.0,16.287179487179486,1825000.0
2265,ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC,fort wayne,IN,"Patients who gave a rating of ""6"" or lower (low)",ALLEN,5,343,IN,fort wayne,253691.0,16.287179487179486,1825000.0
2266,ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC,fort wayne,IN,"Patients who gave a rating of ""7"" or ""8"" (medium)",ALLEN,10,343,IN,fort wayne,253691.0,16.287179487179486,1825000.0
2267,ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC,fort wayne,IN,"Patients who gave a rating of ""9"" or ""10"" (high)",ALLEN,85,343,IN,fort wayne,253691.0,16.287179487179486,1825000.0
2268,PARKVIEW REGIONAL MEDICAL CENTER,fort wayne,IN,"Patients who gave a rating of ""6"" or lower (low)",ALLEN,5,3544,IN,fort wayne,253691.0,16.287179487179486,1825000.0
2269,PARKVIEW REGIONAL MEDICAL CENTER,fort wayne,IN,"Patients who gave a rating of ""7"" or ""8"" (medium)",ALLEN,15,3544,IN,fort wayne,253691.0,16.287179487179486,1825000.0
2270,PARKVIEW REGIONAL MEDICAL CENTER,fort wayne,IN,"Patients who gave a rating of ""9"" or ""10"" (high)",ALLEN,80,3544,IN,fort wayne,253691.0,16.287179487179486,1825000.0
2271,ST JOSEPH HOSPITAL,fort wayne,IN,"Patients who gave a rating of ""6"" or lower (low)",ALLEN,18,243,IN,fort wayne,253691.0,16.287179487179486,1825000.0
2272,ST JOSEPH HOSPITAL,fort wayne,IN,"Patients who gave a rating of ""7"" or ""8"" (medium)",ALLEN,23,243,IN,fort wayne,253691.0,16.287179487179486,1825000.0
2273,ST JOSEPH HOSPITAL,fort wayne,IN,"Patients who gave a rating of ""9"" or ""10"" (high)",ALLEN,59,243,IN,fort wayne,253691.0,16.287179487179486,1825000.0
2274,THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR,fort wayne,IN,"Patients who gave a rating of ""6"" or lower (low)",ALLEN,5,828,IN,fort wayne,253691.0,16.287179487179486,1825000.0
2275,THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR,fort wayne,IN,"Patients who gave a rating of ""7"" or ""8"" (medium)",ALLEN,19,828,IN,fort wayne,253691.0,16.287179487179486,1825000.0
2276,THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR,fort wayne,IN,"Patients who gave a rating of ""9"" or ""10"" (high)",ALLEN,76,828,IN,fort wayne,253691.0,16.287179487179486,1825000.0
2277,VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE,fort wayne,IN,"Patients who gave a rating of ""6"" or lower (low)",ALLEN,0,0,IN,fort wayne,253691.0,16.287179487179486,1825000.0
2278,VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE,fort wayne,IN,"Patients who gave a rating of ""7"" or ""8"" (medium)",ALLEN,0,0,IN,fort wayne,253691.0,16.287179487179486,1825000.0
2279,VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE,fort wayne,IN,"Patients who gave a rating of ""9"" or ""10"" (high)",ALLEN,0,0,IN,fort wayne,253691.0,16.287179487179486,1825000.0
2280,EAST TENNESSEE CHILDRENS HOSPITAL,knoxville,TN,"Patients who gave a rating of ""6"" or lower (low)",KNOX,0,0,TN,knoxville,178874.0,15.69852941176471,4740000.0
2281,EAST TENNESSEE CHILDRENS HOSPITAL,knoxville,TN,"Patients who gave a rating of ""7"" or ""8"" (medium)",KNOX,0,0,TN,knoxville,178874.0,15.69852941176471,4740000.0
2282,EAST TENNESSEE CHILDRENS HOSPITAL,knoxville,TN,"Patients who gave a rating of ""9"" or ""10"" (high)",KNOX,0,0,TN,knoxville,178874.0,15.69852941176471,4740000.0
2283,FORT SANDERS REGIONAL MEDICAL CENTER,knoxville,TN,"Patients who gave a rating of ""6"" or lower (low)",KNOX,7,590,TN,knoxville,178874.0,15.69852941176471,4740000.0
2284,FORT SANDERS REGIONAL MEDICAL CENTER,knoxville,TN,"Patients who gave a rating of ""7"" or ""8"" (medium)",KNOX,19,590,TN,knoxville,178874.0,15.69852941176471,4740000.0
2285,FORT SANDERS REGIONAL MEDICAL CENTER,knoxville,TN,"Patients who gave a rating of ""9"" or ""10"" (high)",KNOX,74,590,TN,knoxville,178874.0,15.69852941176471,4740000.0
